AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM,
210.52,117.02,376.8,138.15,55.58,117.81,136.38,78.99,204.73,198.8,140.56,50.76,141.95,115.16,48.59,194.17,186.07,78.72,127.88,85.9,40.77,104.93,143.08,231.95,141.58,162.79,56.52,53.68,101.36,78.67,
209.15,117.25,375.8,135.17,54.94,116.38,134.14,73.4,204.99,201.01,139.59,50.55,141.28,115.41,48.39,194.61,184.75,79.52,126.21,85.27,41.01,105.56,142.7,232.45,139.8,161.12,56.99,53.79,101.15,77.29,
211.75,119.35,376.46,139.06,54.94,117.27,134.33,73.87,207.52,200.56,140.25,51.75,142.01,116.12,48.72,197.52,185.22,80,128.9,85.7,41.39,106.08,143.35,231.95,141.63,162.04,57.24,54.08,102.08,77.47,
208.48,119.34,371.6,136.76,54.59,118.4,135,71.18,206.43,199.63,140.38,51.22,142.09,115.09,48.47,198.9,183.04,79.48,128.15,83.57,41.65,105.68,143.43,240.5,140.2,162.28,56.91,53.92,102.46,77.13,
202.86,118.22,357.23,133.67,53.45,118.27,133.44,68.05,202.63,194.77,137.64,50.48,139.97,113.21,48,198.04,179.12,77.9,125.52,82.54,40.83,104.7,141.71,238.05,135.44,160.21,56.63,52.94,101.3,76.72,
202.9,117.49,359.75,131.95,53.47,117.5,134.99,67.07,200.95,195.17,138,49.24,139.79,112.61,47.85,198.03,178.59,78.18,125.51,82.77,40.95,105.07,141.53,239.15,137.07,160.76,56.38,53.5,100.3,76.84,
200.72,117.26,354.13,131.2,52.92,121.19,133.59,65.61,201.63,194.58,135.34,46.62,138.73,112.52,47.4,197.73,175.28,78.33,125.5,82.98,40.64,104.24,141.83,237.97,136.86,159.81,56.48,53.56,99.54,76.77,
197.18,118.46,354.67,131.34,53.36,121.99,134.04,66.65,202.05,194.58,135.32,46.2,139.05,112.51,48.19,199.99,175.86,78.19,127.13,83.95,40.72,106.01,143.96,240.59,137.17,160.71,56.91,53.42,101.91,76.56,
185.72,115.9,337.37,125.3,51.3,120.44,131.34,64.02,194.97,190.34,131.42,44.76,137.2,109.45,48.05,199.03,174.07,77.17,123.35,82.53,40.57,106.11,143.41,239.55,131.96,157.33,56.75,52.12,99.89,75.71,
188.66,117.01,343.04,127.47,52.02,121.64,133.2,65.13,196.28,191.62,133.31,45.17,136.82,110.32,48.69,198.01,175.21,77.42,124.73,83.67,40.66,105.6,145.71,236.43,133.98,160.21,56.55,52.58,100.29,75.81,
190.92,117.66,345.64,127.3,52.44,122.14,134.68,63.73,196.4,191.76,134.4,45.62,136.91,109.9,49.18,199.07,174.12,77.55,126.02,84.01,41.15,106.7,146.52,236.08,133.98,162.79,56.81,52.74,99.88,76.37,
190.08,119.84,353.81,126.61,55.93,120.8,135.5,65.21,199.14,192.38,135.88,45.53,138.21,111.31,49.58,199.99,171.81,79.13,128.93,84.28,41.64,108.11,147.41,236.79,135.25,164.87,57.38,52.5,101.31,76.36,
189,119.07,355.02,122.76,56.35,120.52,135.04,65.57,197.43,192.58,134.32,44.89,138.61,110.77,49.2,199.22,169.09,78.72,128.07,84.57,41.47,107.45,147.49,241.38,133.75,164.09,58.09,52.27,100.86,75.91,
183.09,119.84,352.79,122.43,56.01,120.84,133.91,65.7,197.24,190.95,135.12,43.56,138.42,111.35,48.85,198.99,166.25,78.88,126.22,82.85,41.59,107.33,148.17,245.99,133.48,163.47,59.01,52.26,101.52,75.9,
186.6,120.55,358.75,124.95,56.52,121.34,134.09,67.73,199.11,191.45,136.45,44.46,138.12,111.73,48.6,199.84,167.3,79.5,126.9,83.64,41.67,106.37,147.47,249.94,136.03,163.86,59.5,52.76,101.12,76.25,
182.78,120.01,352.78,123.56,55.69,120.57,133.85,67.16,195.52,188.91,136.35,44,138.76,110.82,49.65,199.96,169.74,80.98,127.67,83.2,41.99,106.72,147.96,249.34,135.41,164.24,59.25,52.94,102.23,75.56,
179.66,118.43,350.55,122.26,54.19,117.87,132.73,65.51,191.97,192,132.39,44.53,139.79,108.64,49.85,198.97,165.87,81.02,126.18,82.64,41.92,106.76,146.94,246.5,130.45,161.51,58.87,51.61,101.86,73.79,
178.97,119.51,354.9,122.9,54.37,118.71,132.79,65.8,193,193.59,132.28,44.57,138.85,109.71,49.61,197.77,166.09,81.17,126.24,82.16,41.95,106.69,147.94,247.63,131.4,162.64,59.32,51.77,102.67,74.1,
178.23,118.17,354.88,121.59,53.93,118.31,132.62,65.15,189.44,191.55,130.46,43.57,137.07,108.52,49.1,196.67,163.35,80.26,126.16,81.2,41.9,104.46,146.28,242.06,129.92,163.71,58.73,51.69,102.42,72.61,
177.38,117.01,348.8,121.48,53.18,116.77,131.57,65.82,188.05,189.99,129.69,44.23,131.33,108.22,48.61,196.02,161.4,79.36,124.94,78.87,41.72,104.19,145.07,242.4,129.47,162.73,58.18,51.13,102.12,72.16,
178.3,116.74,349.87,121.84,53.57,115.38,132.2,65.99,187.37,191.08,129.57,44.73,132.11,107.06,49.25,199.24,160.58,79.68,125.73,79.26,41.9,105.33,145.73,243.5,128.4,162.76,56.83,50.55,102.19,71.97,
175.07,114.71,341.61,119.81,52.03,113.85,132.04,64.62,182.49,189.85,126.99,44.04,131.15,105.96,49.13,198.27,159.75,79.21,123.68,77.14,41.52,102.91,145.57,241.8,126.3,161.33,54.35,49.34,101.44,70.77,
