Date,Open,High,Low,Close,Adj Close,Volume
2020-07-24,1488.670044,1488.670044,1466.099976,1467.550049,1467.550049,38949000
2020-07-27,1468.229980,1484.660034,1464.479980,1484.650024,1484.650024,39639100
2020-07-28,1484.369995,1485.339966,1469.550049,1469.760010,1469.760010,40278900
2020-07-29,1471.369995,1501.859985,1471.369995,1500.630005,1500.630005,46763000
2020-07-30,1499.199951,1499.199951,1475.160034,1495.099976,1495.099976,42540100
2020-07-31,1495.150024,1495.150024,1457.619995,1480.430054,1480.430054,51172600
2020-08-03,1485.489990,1507.930054,1483.369995,1506.800049,1506.800049,46436400
2020-08-04,1506.530029,1517.219971,1501.579956,1517.209961,1517.209961,46216700
2020-08-05,1521.790039,1546.400024,1521.790039,1546.239990,1546.239990,47322200
2020-08-06,1546.439941,1550.469971,1537.459961,1544.619995,1544.619995,42674900
2020-08-07,1542.520020,1569.260010,1539.520020,1569.180054,1569.180054,41048600
2020-08-10,1573.750000,1593.829956,1573.750000,1584.670044,1584.670044,43185700
2020-08-11,1587.569946,1603.599976,1570.699951,1575.099976,1575.099976,50876500
2020-08-12,1577.900024,1595.119995,1574.250000,1583.250000,1583.250000,37685600
2020-08-13,1580.260010,1590.089966,1575.959961,1579.790039,1579.790039,36488100
2020-08-14,1575.780029,1583.479980,1567.880005,1577.880005,1577.880005,31934000
2020-08-17,1579.479980,1586.520020,1575.839966,1585.469971,1585.469971,36712900
2020-08-18,1585.540039,1585.540039,1566.510010,1569.770020,1569.770020,38813100
2020-08-19,1570.439941,1585.160034,1569.979980,1572.069946,1572.069946,38844800
2020-08-20,1567.770020,1570.380005,1554.459961,1564.300049,1564.300049,36428500
2020-08-21,1563.369995,1563.369995,1545.359985,1552.479980,1552.479980,37054200
2020-08-24,1559.959961,1568.729980,1554.099976,1568.469971,1568.469971,37286900
2020-08-25,1572.650024,1574.239990,1556.780029,1571.209961,1571.209961,36193000
2020-08-26,1570.719971,1572.569946,1559.729980,1560.189941,1560.189941,37543600
2020-08-27,1561.359985,1573.380005,1555.270020,1564.560059,1564.560059,39295600
2020-08-28,1570.459961,1578.339966,1567.130005,1578.339966,1578.339966,38558800
2020-08-31,1577.550049,1577.550049,1561.880005,1561.880005,1561.880005,43422900
2020-09-01,1561.099976,1578.579956,1554.189941,1578.579956,1578.579956,40831100
2020-09-02,1578.780029,1595.040039,1567.430054,1592.290039,1592.290039,42851900
2020-09-03,1592.469971,1592.469971,1538.530029,1544.680054,1544.680054,48986800
2020-09-04,1546.640015,1563.380005,1501.520020,1535.300049,1535.300049,44314400
2020-09-08,1534.369995,1534.369995,1499.829956,1504.589966,1504.589966,46656000
2020-09-09,1505.089966,1532.910034,1505.089966,1526.479980,1526.479980,39208300
2020-09-10,1526.869995,1543.430054,1507.729980,1507.750000,1507.750000,41922500
2020-09-11,1508.800049,1515.969971,1484.949951,1497.270020,1497.270020,37044500
2020-09-14,1499.380005,1538.500000,1499.380005,1536.969971,1536.969971,38321300
2020-09-15,1538.540039,1551.020020,1535.640015,1538.150024,1538.150024,40514600
2020-09-16,1539.270020,1572.060059,1539.270020,1552.329956,1552.329956,47100300
2020-09-17,1550.140015,1550.140015,1526.550049,1542.599976,1542.599976,43719400
2020-09-18,1544.339966,1556.380005,1519.760010,1536.780029,1536.780029,70687000
2020-09-21,1533.920044,1533.920044,1470.439941,1485.250000,1485.250000,48283500
2020-09-22,1486.050049,1497.810059,1474.489990,1496.959961,1496.959961,39633000
2020-09-23,1496.969971,1503.979980,1451.410034,1451.459961,1451.459961,43645000
2020-09-24,1450.839966,1474.020020,1432.569946,1451.819946,1451.819946,45994700
2020-09-25,1450.979980,1478.949951,1445.699951,1474.910034,1474.910034,37922200
2020-09-28,1477.430054,1514.329956,1477.430054,1510.339966,1510.339966,39460600
2020-09-29,1510.199951,1512.219971,1492.520020,1504.729980,1504.729980,36518800
2020-09-30,1504.839966,1528.010010,1498.290039,1507.689941,1507.689941,47225300
2020-10-01,1508.599976,1531.920044,1508.599976,1531.199951,1531.199951,40705300
2020-10-02,null,null,null,null,null,null
2020-10-05,1541.199951,1582.660034,1541.199951,1581.959961,1581.959961,36869200
2020-10-06,1584.489990,1619.209961,1577.290039,1577.290039,1577.290039,44433800
2020-10-07,1581.119995,1614.609985,1581.119995,1611.040039,1611.040039,38078300
2020-10-08,1615.270020,1630.329956,1615.270020,1628.550049,1628.550049,38561900
2020-10-09,1630.709961,1645.040039,1630.709961,1637.550049,1637.550049,39390600
2020-10-12,1642.459961,1652.050049,1637.349976,1649.050049,1649.050049,34289700
2020-10-13,1647.569946,1647.569946,1631.599976,1636.849976,1636.849976,36051500
2020-10-14,1637.969971,1647.989990,1621.560059,1621.650024,1621.650024,38406300
2020-10-15,1618.880005,1641.000000,1598.489990,1638.880005,1638.880005,37176400
2020-10-16,1638.479980,1646.250000,1633.800049,1633.810059,1633.810059,46758900
2020-10-19,1636.839966,1647.050049,1612.219971,1613.630005,1613.630005,40862000
2020-10-20,1620.569946,1632.760010,1615.989990,1617.709961,1617.709961,39012600
2020-10-21,1618.339966,1621.880005,1603.770020,1603.780029,1603.780029,40977500
2020-10-22,1604.949951,1631.969971,1603.959961,1630.250000,1630.250000,41636300
2020-10-23,1634.060059,1641.479980,1626.319946,1640.500000,1640.500000,36465700
